DTXSID,Preferred_Name,CASRN,InChIKey,IUPAC_Name,SMILES,InChI_String,Molecular_Formula,Average_Mass,Monoisotopic_Mass,QC_Level,ToxCast_Active_Count,Total_Assays,ToxCast_Active_Percent,Is_ToxCast_Active,rdkit_mol_cache,ROMol,Valid_SMILES,F_Count,F_Percentage,MW_RDKit,Rotatable_Bonds,H_Acceptors,H_Donors,Ring_Count,Aromatic_Rings,C_Count,Chain_Length,CF_Bonds,f_to_c_ratio,avg_f_per_c,Is_Aromatic,Has_Rings,Is_Cyclic,Is_Branched,Has_Fluorine,Chain_Category
DTXSID10881125,Heptadecafluoro-N-methylisooctanesulphonamide,93894-71-4,ZGKQZNCLVBOAST-UHFFFAOYSA-N,"1,1,2,2,3,3,4,4,5,5,6,7,7,7-Tetradecafluoro-N-methyl-6-(trifluoromethyl)heptane-1-sulfonamide",CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C9H4F17NO2S/c1-27-30(28,29)9(25,26)6(17,18)5(15,16)4(13,14)3(11,12)2(10,7(19,20)21)8(22,23)24/h27H,1H3",C9H4F17NO2S,513.17,512.969128,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1620>,<rdkit.Chem.rdchem.Mol object at 0x1796450e0>,True,17,50.0,512.9691291080001,8,2,1,0,0,9,9,17,1.8888888888888888,1.8888888888888888,False,False,False,True,True,Long
DTXSID10881140,((Perfluorohexadecyl)methyl)oxirane,94158-68-6,RKMNPJDKZVNTFV-UHFFFAOYSA-N,"2-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,17-Tritriacontafluoroheptadecyl)oxirane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,"InChI=1/C19H5F33O/c20-4(21,1-3-2-53-3)5(22,23)6(24,25)7(26,27)8(28,29)9(30,31)10(32,33)11(34,35)12(36,37)13(38,39)14(40,41)15(42,43)16(44,45)17(46,47)18(48,49)19(50,51)52/h3H,1-2H2",C19H5F33O,876.195,875.981344,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1690>,<rdkit.Chem.rdchem.Mol object at 0x179645150>,True,33,56.896551724137936,875.9813460400002,16,1,0,1,0,19,18,33,1.736842105263158,1.736842105263158,False,True,False,True,True,Long
DTXSID10881165,3-(Perfluorooctyl)-1-phenoxypropan-2-ol,94159-91-8,LXBFURBCWJWTTM-UHFFFAOYSA-N,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoro-1-phenoxyundecan-2-ol",OC(COC1=CC=CC=C1)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C17H11F17O2/c18-10(19,6-8(35)7-36-9-4-2-1-3-5-9)11(20,21)12(22,23)13(24,25)14(26,27)15(28,29)16(30,31)17(32,33)34/h1-5,8,35H,6-7H2",C17H11F17O2,570.246,570.048758,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1700>,<rdkit.Chem.rdchem.Mol object at 0x1796451c0>,True,17,36.17021276595745,570.0487593320004,12,2,1,1,1,17,15,17,1.0,1.0,True,True,False,True,True,Long
DTXSID10881286,Methyl 2-(heptafluoropropyl)-2-(trifluoromethyl)pent-4-en-1-,83846-71-3,CZHAQBXHTVRAAA-UHFFFAOYSA-N,Methyl 2-(heptafluoropropyl)-2-(trifluoromethyl)pent-4-enoate,COC(=O)C(CC=C)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C10H8F10O2/c1-3-4-6(5(21)22-2,9(15,16)17)7(11,12)8(13,14)10(18,19)20/h3H,1,4H2,2H3",C10H8F10O2,350.156,350.036461,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1770>,<rdkit.Chem.rdchem.Mol object at 0x179645230>,True,10,33.33333333333333,350.03646169600023,6,2,0,0,0,10,6,10,1.0,1.0,False,False,False,True,True,Medium
DTXSID10881347,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-Decafluoropentane",1006614-96-5,RIQRGMUSBYGDBL-NCGGTJAESA-N,"(3R,4S)-1,1,1,2,2,3,4,5,5,5-Decafluoropentane",F[C@@H]([C@@H](F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1S/C5H2F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/h1-2H/t1-,2+/m1/s1",C5H2F10,252.055,251.999682,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed17e0>,<rdkit.Chem.rdchem.Mol object at 0x1796452a0>,True,10,58.82352941176471,251.999682264,2,0,0,0,0,5,4,10,2.0,2.0,False,False,False,True,True,Short
DTXSID10881367,"(R*,S*)-1,1,2,3,4,4-Hexafluoro-1,2,3,4-tetrakis(heptafluoropropoxy)butane",54572-17-7,SSSVHFOLCNGWKK-OLQVQODUNA-N,"(2R,3S)-1,1,2,3,4,4-Hexafluoro-1,2,3,4-tetrakis(heptafluoropropoxy)butane",FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)[C@@](F)(OC(F)(F)C(F)(F)C(F)(F)F)[C@@](F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C16F34O4/c17-1(18,7(27,28)29)11(39,40)51-5(25,15(47,48)53-13(43,44)3(21,22)9(33,34)35)6(26,52-12(41,42)2(19,20)8(30,31)32)16(49,50)54-14(45,46)4(23,24)10(36,37)38/t5-,6+",C16F34O4,902.118,901.925366,2,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1850>,<rdkit.Chem.rdchem.Mol object at 0x179645310>,True,34,62.96296296296296,901.92536796,15,4,0,0,0,16,11,34,2.125,2.125,False,False,False,True,True,Long
DTXSID10881382,1-(Perfluoroheptyl)nonadecane,1980065-05-1,ORNZYEZWODEHOY-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorohexacosane",CCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C26H39F15/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(27,28)21(29,30)22(31,32)23(33,34)24(35,36)25(37,38)26(39,40)41/h2-19H2,1H3",C26H39F15,636.574,636.281224,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed18c0>,<rdkit.Chem.rdchem.Mol object at 0x179645380>,True,15,18.75,636.2812245480011,24,0,0,0,0,26,25,15,0.5769230769230769,0.5769230769230769,False,False,False,True,True,Long
DTXSID10883063,(Perfluorooctyl)-N-[2-(2-hydroxyethoxy)ethyl]-N-propylsulfonamide,102579-26-0,DTIJQLFRKLLKHX-UHFFFAOYSA-N,Unknown,CCCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C15H16F17NO4S/c1-2-3-33(4-6-37-7-5-34)38(35,36)15(31,32)13(26,27)11(22,23)9(18,19)8(16,17)10(20,21)12(24,25)14(28,29)30/h34H,2-7H2,1H3",C15H16F17NO4S,629.33,629.052858,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1930>,<rdkit.Chem.rdchem.Mol object at 0x1796453f0>,True,17,31.48148148148148,629.0528587320005,17,4,1,0,0,15,14,17,1.1333333333333333,1.1333333333333333,False,False,False,True,True,Long
DTXSID10884373,"4-Fluoro-5-oxo-2,4-bis(trifluoromethyl)-1,3-Dioxolane-2-carbonyl fluoride",7345-49-5,NVLMRLQANVCTOG-UHFFFAOYSA-N,"4-Fluoro-5-oxo-2,4-bis(trifluoromethyl)-1,3-dioxolane-2-carbonyl fluoride",FC(=O)C1(OC(=O)C(F)(O1)C(F)(F)F)C(F)(F)F,"InChI=1/C6F8O4/c7-1(15)4(6(12,13)14)17-2(16)3(8,18-4)5(9,10)11",C6F8O4,288.049,287.966884,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed19a0>,<rdkit.Chem.rdchem.Mol object at 0x179645460>,True,8,44.44444444444444,287.96688424,1,4,0,1,0,6,4,8,1.3333333333333333,1.3333333333333333,False,True,False,True,True,Short
DTXSID10884510,"Perfluoro-2,5,8,11,14,17,20-heptamethyl-3,6,9,12,15,18,21-heptaoxatetracosanoyl fluoride",13140-25-5,GYBQTMUKFVWQKV-UHFFFAOYSA-N,"2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,19,19,20,22,22,23,23,24,24,24-Hexacosafluoro-2,5,8,11,14,17,20-heptakis(trifluoromethyl)-3,6,9,12,15,18,21-heptaoxatetracosan-1-oyl fluoride",FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,"InChI=1/C24F48O8/c25-1(73)2(26,10(35,36)37)74-19(61,62)4(29,12(41,42)43)76-21(65,66)6(31,14(47,48)49)78-23(69,70)8(33,16(53,54)55)80-24(71,72)9(34,17(56,57)58)79-22(67,68)7(32,15(50,51)52)77-20(63,64)5(30,13(44,45)46)75-18(59,60)3(27,28)11(38,39)40",C24F48O8,1328.179,1327.882669,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1a10>,<rdkit.Chem.rdchem.Mol object at 0x1796454d0>,True,48,60.0,1327.88267152,22,8,0,0,0,24,23,48,2.0,2.0,False,False,False,True,True,Long
DTXSID10885446,"(E)-1,3,3,3-Tetrafluoro-1-propene",29118-24-9,CDOOAUSHHFGWSA-OWOJBTEDSA-N,"(1E)-1,3,3,3-Tetrafluoroprop-1-ene",F\C=C\C(F)(F)F,"InChI=1S/C3H2F4/c4-2-1-3(5,6)7/h1-2H/b2-1+",C3H2F4,114.043,114.009263,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1a80>,<rdkit.Chem.rdchem.Mol object at 0x179645540>,True,4,44.44444444444444,114.009262944,0,0,0,0,0,3,2,4,1.3333333333333333,1.3333333333333333,False,False,False,True,True,Very Short
DTXSID10886372,"1-(1,2,2,2-Tetrafluoroethoxy)perfluoro-2,5,8,11,14,17-hexamethyl-3,6,9,12,15,18-hexoxaheneicosane",59852-65-2,QSKYGEJRWRJTAO-UHFFFAOYSA-N,"1,1,1,2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,19,19,20,22,22,23,24,24,24-Octacosafluoro-5,8,11,14,17,20,23-heptakis(trifluoromethyl)-3,6,9,12,15,18,21-heptaoxatetracosane",[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,"InChI=1/C24HF49O7/c25-1(2(26,27)28)74-19(62,63)4(30,12(42,43)44)76-21(66,67)6(32,14(48,49)50)78-23(70,71)8(34,16(54,55)56)80-24(72,73)9(35,17(57,58)59)79-22(68,69)7(33,15(51,52)53)77-20(64,65)5(31,13(45,46)47)75-18(60,61)3(29,10(36,37)38)11(39,40)41/h1H",C24HF49O7,1332.187,1331.893982,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1af0>,<rdkit.Chem.rdchem.Mol object at 0x1796455b0>,True,49,60.49382716049383,1331.8939851520001,21,7,0,0,0,24,23,49,2.0416666666666665,2.0416666666666665,False,False,False,True,True,Long
DTXSID10889222,"1,1,1,2,3,3-Hexafluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)pentane",870778-34-0,TZMQCOROQZMJIS-UHFFFAOYSA-N,"1,1,1,2,3,3-Hexafluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)pentane",CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,"InChI=1/C8H6F12O/c1-2(5(11,12)3(9)6(13,14)15)21-8(19,20)4(10)7(16,17)18/h2-4H,1H3",C8H6F12O,346.116,346.022703,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1b60>,<rdkit.Chem.rdchem.Mol object at 0x179645620>,True,12,44.44444444444444,346.0227034520002,6,1,0,0,0,8,7,12,1.5,1.5,False,False,False,True,True,Long
DTXSID10892332,Potassium 2-methyl-2-{3-[2-(perfluorohexyl)ethylsulfanyl]propanamido}-1-propanesulfonate,62880-94-8,SYCHWUGUXRLBDH-UHFFFAOYSA-M,"Potassium 2-methyl-2-{3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfanyl]propanamido}propane-1-sulfonate",[K+].CC(C)(CS([O-])(=O)=O)NC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C15H18F13NO4S2.K/c1-9(2,7-35(31,32)33)29-8(30)3-5-34-6-4-10(16,17)11(18,19)12(20,21)13(22,23)14(24,25)15(26,27)28;/h3-7H2,1-2H3,(H,29,30)(H,31,32,33);/q;+1/p-1",C15H17F13KNO4S2,625.5,625.002848,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1bd0>,<rdkit.Chem.rdchem.Mol object at 0x179645690>,True,13,24.528301886792452,625.0028485640005,15,5,1,0,0,15,14,13,0.8666666666666667,0.8666666666666667,False,False,False,True,True,Long
DTXSID10892352,"5-(1,2,2,2-Tetrafluoro)ethoxy-perfluoro-3-oxa-4-methylpentanesulfonic acid",749836-20-2,KOHJZTAURQTUHH-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-2-{[1,1,1,2,3,3-hexafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-yl]oxy}ethane-1-sulfonic acid",[H]C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F)C(F)(F)F,"InChI=1/C7H2F14O5S/c8-1(2(9,10)11)25-5(16,17)3(12,4(13,14)15)26-6(18,19)7(20,21)27(22,23)24/h1H,(H,22,23,24)",C7H2F14O5S,464.13,463.939939,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1c40>,<rdkit.Chem.rdchem.Mol object at 0x179645700>,True,14,48.275862068965516,463.93993924399996,8,5,1,0,0,7,7,14,2.0,2.0,False,False,False,True,True,Long
DTXSID10892473,Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid,1135682-88-0,AGFWEBMALSMQMX-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6-Decafluoro-1-(pentafluoroethyl)cyclohexane-1-sulfonic acid",OS(=O)(=O)C1(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,"InChI=1S/C8HF15O3S/c9-2(10)1(27(24,25)26,4(13,14)8(21,22)23)3(11,12)6(17,18)7(19,20)5(2,15)16/h(H,24,25,26)",C8HF15O3S,462.13,461.940688,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1cb0>,<rdkit.Chem.rdchem.Mol object at 0x179645770>,True,15,53.57142857142857,461.94068819200004,3,3,1,1,0,8,5,15,1.875,1.875,False,True,False,True,True,Medium
DTXSID10892478,Perfluoropropanoate,44864-55-3,LRMSQVBRUNSOJL-UHFFFAOYSA-M,Pentafluoropropanoate,[O-]C(=O)C(F)(F)C(F)(F)F,"InChI=1S/C3HF5O2/c4-2(5,1(9)10)3(6,7)8/h(H,9,10)/p-1",C3F5O2,163.024,162.982394,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1d20>,<rdkit.Chem.rdchem.Mol object at 0x1796457e0>,True,5,50.0,162.98239391991,1,2,0,0,0,3,2,5,1.6666666666666667,1.6666666666666667,False,False,False,True,True,Very Short
DTXSID10892519,7:3 Fluorotelomer betaine,171184-15-9,MUFIWHPMPKICTJ-UHFFFAOYSA-N,"[Dimethyl(4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-pentadecafluorodecyl)azaniumyl]acetate",C[N+](C)(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,"InChI=1S/C14H14F15NO2/c1-30(2,6-7(31)32)5-3-4-8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)29/h3-6H2,1-2H3",C14H14F15NO2,513.247,513.078501,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1d90>,<rdkit.Chem.rdchem.Mol object at 0x179645850>,True,15,32.608695652173914,513.0785019880003,13,2,0,0,0,14,12,15,1.0714285714285714,1.0714285714285714,False,False,False,True,True,Long
DTXSID10892554,N-[3-(Dimethylamino)propyl]-N-[(undecafluoropentyl)sulfonyl]-beta-alanine,1383438-83-2,JCMFYPBVZPTDNQ-UHFFFAOYSA-N,"N-[3-(Dimethylamino)propyl]-N-(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulfonyl)-beta-alanine",CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C13H17F11N2O4S/c1-25(2)5-3-6-26(7-4-8(27)28)31(29,30)13(23,24)11(18,19)9(14,15)10(16,17)12(20,21)22/h3-7H2,1-2H3,(H,27,28)",C13H17F11N2O4S,506.33,506.073338,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1e00>,<rdkit.Chem.rdchem.Mol object at 0x1796458c0>,True,11,22.916666666666664,506.07333844400046,14,5,1,0,0,13,11,11,0.8461538461538461,0.8461538461538461,False,False,False,True,True,Long
DTXSID10892574,Perfluorooctaneamido ammonium,45305-66-6,VJAUUPGCVZMKLX-UHFFFAOYSA-O,"N,N,N-Trimethyl-3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanoyl)amino]propan-1-aminium",C[N+](C)(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C14H15F15N2O/c1-31(2,3)6-4-5-30-7(32)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)29/h4-6H2,1-3H3/p+1",C14H16F15N2O,513.27,513.101762,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1e70>,<rdkit.Chem.rdchem.Mol object at 0x179645930>,True,15,31.25,513.1017628520905,13,1,1,0,0,14,13,15,1.0714285714285714,1.0714285714285714,False,False,False,True,True,Long
DTXSID10892579,10:2 Fluorotelomer thioether amido betaine,1513863-97-2,GIDYUKADFJBSAU-UHFFFAOYSA-N,"[(3-{2-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)sulfanyl]acetamido}propyl)(dimethyl)azaniumyl]acetate",C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,"InChI=1S/C21H21F21N2O3S/c1-44(2,8-11(46)47)6-3-5-43-10(45)9-48-7-4-12(22,23)13(24,25)14(26,27)15(28,29)16(30,31)17(32,33)18(34,35)19(36,37)20(38,39)21(40,41)42/h3-9H2,1-2H3,(H-,43,45,46,47)",C21H21F21N2O3S,780.44,780.093755,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1ee0>,<rdkit.Chem.rdchem.Mol object at 0x1796459a0>,True,21,30.434782608695656,780.0937561520007,21,4,1,0,0,21,21,21,1.0,1.0,False,False,False,True,True,Long
DTXSID10892594,8:2 Fluorotelomer sulfoxide hydroxyammonium,1513864-19-1,FGELEDJXAAZNLR-UHFFFAOYSA-N,"3-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecane-1-sulfinyl)-2-hydroxy-N,N,N-trimethylpropan-1-aminium",C[N+](C)(C)CC([O-])CS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C16H18F17NO2S/c1-34(2,3)6-8(35)7-37(36)5-4-9(17,18)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33/h8H,4-7H2,1-3H3",C16H18F17NO2S,611.36,611.078679,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1f50>,<rdkit.Chem.rdchem.Mol object at 0x179645a10>,True,17,30.909090909090907,611.0786795560005,16,2,0,0,0,16,15,17,1.0625,1.0625,False,False,False,True,True,Long
DTXSID10892599,8:2 Fluorotelomer thioether hydroxyammonium chloride,71940-07-3,YTRFCRLBSNMJOB-UHFFFAOYSA-M,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)sulfanyl]-2-hydroxy-N,N,N-trimethylpropan-1-aminium chloride",[Cl-].C[N+](C)(C)CC(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1/C16H19F17NOS.ClH/c1-34(2,3)6-8(35)7-36-5-4-9(17,18)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33;/h8,35H,4-7H2,1-3H3;1H/q+1;/p-1",C16H19ClF17NOS,631.82,631.060442,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed1fc0>,<rdkit.Chem.rdchem.Mol object at 0x179645a80>,True,17,30.357142857142854,631.0604426480005,17,2,1,0,0,16,15,17,1.0625,1.0625,False,False,False,True,True,Long
DTXSID10892610,8:2 Fluorotelomer sulfonamido N-monomethyl amine,90851-71-1,YPXQLNCQZHMROL-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-N-[3-(methylamino)propyl]decane-1-sulfonamide",[H]N(CCCNC)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C14H15F17N2O2S/c1-32-4-2-5-33-36(34,35)6-3-7(15,16)8(17,18)9(19,20)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)31/h32-33H,2-6H2,1H3",C14H15F17N2O2S,598.32,598.058278,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed2030>,<rdkit.Chem.rdchem.Mol object at 0x179645af0>,True,17,33.33333333333333,598.0582784600005,15,3,2,0,0,14,16,17,1.2142857142857142,1.2142857142857142,False,False,False,True,True,Long
DTXSID10892615,11:1:2 Fluorotelomer betaine acid,NOCAS_892615,AIGDLYRKICIOLY-UHFFFAOYSA-O,"N-(Carboxymethyl)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-tetracosafluoro-N,N-dimethyltetradecan-1-aminium",C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O,"InChI=1/C18H13F24NO2/c1-43(2,5-7(44)45)4-3-6(19)8(20,21)9(22,23)10(24,25)11(26,27)12(28,29)13(30,31)14(32,33)15(34,35)16(36,37)17(38,39)18(40,41)42/h6H,3-5H2,1-2H3/p+1",C18H14F24NO2,732.276,732.063581,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed20a0>,<rdkit.Chem.rdchem.Mol object at 0x179645b60>,True,24,40.67796610169492,732.0635823880905,17,2,1,0,0,18,16,24,1.3333333333333333,1.3333333333333333,False,False,False,True,True,Long
DTXSID10892731,Heptacosafluorotetradecan(~2~H)oic acid,NOCAS_892731,RUDINRUXCKIXAJ-DYCDLGHISA-N,Heptacosafluorotetradecan(~2~H)oic acid,[2H]OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C14HF27O2/c15-2(16,1(42)43)3(17,18)4(19,20)5(21,22)6(23,24)7(25,26)8(27,28)9(29,30)10(31,32)11(33,34)12(35,36)13(37,38)14(39,40)41/h(H,42,43)/i/hD",C14DF27O2,715.123,714.960816,5,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed2110>,<rdkit.Chem.rdchem.Mol object at 0x179645bd0>,True,27,61.36363636363637,714.960817958,12,2,1,0,0,14,13,27,1.9285714285714286,1.9285714285714286,False,False,False,True,True,Long
DTXSID10892913,6-Chloro-perfluorohexanoic acid,558-92-9,ZDHGZQAAGQRUQT-UHFFFAOYSA-N,"6-Chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"InChI=1S/C6HClF10O2/c7-6(16,17)5(14,15)4(12,13)3(10,11)2(8,9)1(18)19/h(H,18,19)",C6HClF10O2,330.51,329.950539,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed2180>,<rdkit.Chem.rdchem.Mol object at 0x179645c40>,True,10,50.0,329.95053915200003,5,2,1,0,0,6,5,10,1.6666666666666667,1.6666666666666667,False,False,False,True,True,Medium
DTXSID10892918,11-Chloro-Perfluoroundecanoic acid,2823-49-6,ACWJDDIKDCUGLO-UHFFFAOYSA-N,"11-Chloro-2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-icosafluoroundecanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,"InChI=1S/C11HClF20O2/c12-11(31,32)10(29,30)9(27,28)8(25,26)7(23,24)6(21,22)5(19,20)4(17,18)3(15,16)2(13,14)1(33)34/h(H,33,34)",C11HClF20O2,580.55,579.93457,1,,237.0,2.0,0,<rdkit.Chem.rdchem.Mol object at 0x178ed21f0>,<rdkit.Chem.rdchem.Mol object at 0x179645cb0>,True,20,57.14285714285714,579.9345713520001,10,2,1,0,0,11,10,20,1.8181818181818181,1.8181818181818181,False,False,False,True,True,Long
